frame,time,direction
1379,68.95,blinking
1380,69.0,blinking
1381,69.05,blinking
1382,69.1,blinking
1383,69.15,blinking
1384,69.2,blinking
1385,69.25,blinking
1386,69.3,blinking
1387,69.35,blinking
1388,69.4,blinking
1389,69.45,blinking
1390,69.5,blinking
1391,69.55,blinking
1392,69.6,blinking
1393,69.65,blinking
1394,69.7,blinking
1395,69.75,blinking
1396,69.8,blinking
1397,69.85,blinking
1398,69.9,blinking
1399,69.95,blinking
1400,70.0,blinking
1401,70.05,blinking
1402,70.1,blinking
1403,70.15,blinking
1404,70.2,blinking
1405,70.25,blinking
1406,70.3,blinking
1407,70.35,blinking
1408,70.4,blinking
1409,70.45,blinking
1410,70.5,blinking
1411,70.55,blinking
1412,70.6,blinking
1413,70.65,blinking
1414,70.7,blinking
1415,70.75,blinking
1416,70.8,blinking
1417,70.85,blinking
1418,70.9,blinking
1419,70.95,blinking
1420,71.0,blinking
1421,71.05,blinking
1422,71.1,blinking
1423,71.15,unknown
1424,71.2,unknown
1425,71.25,unknown
1426,71.3,blinking
1427,71.35,blinking
1428,71.4,blinking
1429,71.45,blinking
1430,71.5,blinking
1431,71.55,blinking
1432,71.6,blinking
1433,71.65,blinking
1434,71.7,blinking
1435,71.75,blinking
1436,71.8,blinking
1437,71.85,blinking
1438,71.9,blinking
1439,71.95,blinking
1440,72.0,blinking
1441,72.05,blinking
1442,72.1,blinking
1443,72.15,blinking
1444,72.2,blinking
1445,72.25,center
1446,72.3,blinking
1447,72.35,blinking
1448,72.4,blinking
1449,72.45,blinking
1450,72.5,blinking
1451,72.55,blinking
1452,72.6,unknown
1453,72.65,blinking
1454,72.7,blinking
1455,72.75,blinking
1456,72.8,blinking
1457,72.85,blinking
1458,72.9,blinking
1459,72.95,blinking
1460,73.0,blinking
1461,73.05,blinking
1462,73.1,unknown
1463,73.15,blinking
1464,73.2,blinking
1465,73.25,blinking
1466,73.3,blinking
1467,73.35,blinking
1468,73.4,blinking
1469,73.45,blinking
1470,73.5,blinking
1471,73.55,unknown
1472,73.6,unknown
1473,73.65,blinking
1474,73.7,blinking
1475,73.75,blinking
1476,73.8,blinking
1477,73.85,blinking
1478,73.9,blinking
1479,73.95,blinking
1480,74.0,blinking
1481,74.05,blinking
1482,74.1,blinking
1483,74.15,blinking
1484,74.2,unknown
1485,74.25,unknown
1486,74.3,unknown
1487,74.35,unknown
1488,74.4,unknown
1489,74.45,unknown
1490,74.5,unknown
1491,74.55,unknown
1492,74.6,unknown
1493,74.65,unknown
1494,74.7,unknown
1495,74.75,unknown
1496,74.8,unknown
1497,74.85,unknown
1498,74.9,unknown
1499,74.95,unknown
1500,75.0,unknown
1501,75.05,unknown
1502,75.1,unknown
1503,75.15,unknown
1504,75.2,unknown
1505,75.25,unknown
1506,75.3,unknown
1507,75.35,unknown
1508,75.4,unknown
1509,75.45,unknown
1510,75.5,unknown
1511,75.55,unknown
1512,75.6,unknown
1513,75.65,unknown
1514,75.7,unknown
1515,75.75,unknown
1516,75.8,unknown
1517,75.85,unknown
1518,75.9,unknown
1519,75.95,unknown
1520,76.0,unknown
1521,76.05,unknown
1522,76.1,unknown
1523,76.15,unknown
1524,76.2,unknown
1525,76.25,unknown
1526,76.3,unknown
1527,76.35,unknown
1528,76.4,unknown
1529,76.45,unknown
1530,76.5,unknown
1531,76.55,unknown
1532,76.6,unknown
1533,76.65,unknown
1534,76.7,unknown
1535,76.75,unknown
1536,76.8,unknown
1537,76.85,unknown
1538,76.9,unknown
1539,76.95,unknown
1540,77.0,blinking
1541,77.05,blinking
1542,77.1,blinking
1543,77.15,blinking
1544,77.2,center
1545,77.25,blinking
1546,77.3,blinking
1547,77.35,unknown
1548,77.4,unknown
1549,77.45,unknown
1550,77.5,unknown
1551,77.55,blinking
1552,77.6,unknown
1553,77.65,blinking
1554,77.7,blinking
1555,77.75,unknown
1556,77.8,unknown
1557,77.85,blinking
1558,77.9,unknown
1559,77.95,unknown
1560,78.0,blinking
1561,78.05,blinking
1562,78.1,unknown
1563,78.15,blinking
1564,78.2,unknown
1565,78.25,unknown
1566,78.3,unknown
1567,78.35,blinking
1568,78.4,unknown
